gwb_code_10,gwb_code_8,regio,gm_naam,recs,gwb_code,ind_wbi,a_inw,a_man,a_vrouw,a_hh,a_1p_hh,a_hh_z_k,a_hh_m_k,g_hhgro,bev_dich,a_woning,g_wozbag,p_1gezw,p_mgezw,p_bewndw,p_leegsw,p_koopw,p_huurw,p_wcorpw,p_ov_hw,p_e_o_w,p_bjj2k,p_bjo2k,g_ele,g_ele_ap,g_ele_tw,g_ele_hw,g_ele_2w,g_ele_vw,g_ele_hu,g_ele_ko,g_gas,g_gas_ap,g_gas_tw,g_gas_hw,g_gas_2w,g_gas_vw,g_gas_hu,g_gas_ko,p_stadsv,g_hh_sti,a_bedv,a_bed_a,a_bed_bf,a_bed_gi,a_bed_hj,a_bed_kl,a_bed_mn,a_bed_oq,a_bed_ru,a_pau,a_bst_b,a_bst_nb,g_pau_hh,g_pau_km,a_m2w,a_opp_ha,a_lan_ha,a_wat_ha,pst_mvp,pst_dekp,ste_mvs,ste_oad,g_hh_sti_2021,p_hh_osm_2021,p_hh_110_2021,p_hh_120_2021,m_hh_ver_2021
BU04792230,04792230,Schilders- en Waddenbuurt,Zaanstad,Buurt,BU04792230,1,3045,1565,1475,1400,525,410,475,2,7870,1367,397,65,35,97,3,81,19,7,12,0,88,12,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,500,0,75,40,60,40,135,100,50,1345,1115,230,1,3482,140,42,39,3,1506,1,1,2703,-99999,3.2,4.3,5.3,181
BU04792310,04792310,Westerspoor,Zaanstad,Buurt,BU04792310,1,4665,2340,2320,2345,1020,630,695,2,1765,2230,375,44,56,97,3,45,55,28,27,0,41,59,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1070,0,220,230,105,55,225,140,100,2055,1625,430,1,778,175,287,264,22,1507,1,2,1796,-99999,5.6,8.8,10.8,49
BU04792320,04792320,Westerwatering,Zaanstad,Buurt,BU04792320,1,8665,4385,4280,3630,990,1120,1520,2,4175,3469,424,84,16,98,2,76,23,18,5,0,96,4,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,780,0,140,110,90,35,180,150,75,3730,3070,660,1,1796,330,236,208,28,1507,1,2,2039,36.3,3.8,5.2,7.2,204.8
BU04793110,04793110,Oud Koog,Zaanstad,Buurt,BU04793110,1,4900,2460,2440,2370,950,600,815,2,6062,2285,329,74,26,97,3,56,43,34,10,0,95,5,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,690,0,140,95,70,25,120,145,90,1980,1690,290,1,2448,250,96,81,15,1541,1,2,2159,-99999,8.4,11.7,14.5,72.1
BU04793210,04793210,Westerkoog,Zaanstad,Buurt,BU04793210,1,6325,3080,3245,2795,815,1020,960,2,3354,2805,421,82,18,98,2,64,36,28,9,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,525,0,90,70,40,35,135,105,50,2875,2435,440,1,1524,220,222,189,33,1541,1,2,1880,34.7,2.6,4.5,6.1,184.9
BU04794110,04794110,Oud Zaandijk,Zaanstad,Buurt,BU04794110,1,3040,1580,1460,1615,785,390,445,2,5807,1623,336,63,37,96,4,49,51,45,6,0,97,3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,420,0,90,70,25,20,105,50,55,1335,1160,175,1,2549,195,71,52,19,1544,1,3,1450,-99999,11.5,16.7,20.3,49.1
BU04794210,04794210,Rooswijk,Zaanstad,Buurt,BU04794210,1,2400,1135,1270,1060,325,295,435,2,6195,1053,331,60,40,98,2,36,64,63,1,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,185,0,45,25,20,5,45,30,15,955,815,140,1,2464,90,42,39,4,1544,1,3,1396,-99999,8.7,12.9,16.7,23.8
BU04794220,04794220,Rooswijk Noord,Zaanstad,Buurt,BU04794220,1,3040,1490,1550,1225,305,405,510,2,3814,1231,411,81,19,98,2,69,31,29,1,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,305,0,60,35,25,20,75,55,30,1415,1195,220,1,1775,105,102,80,22,1544,1,3,1253,-99999,3.4,5.6,8,200.6
BU04795110,04795110,Wormerveer Zuid,Zaanstad,Buurt,BU04795110,1,3775,1920,1850,1915,865,520,530,2,6717,1825,317,66,34,96,4,61,39,25,14,0,86,14,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,525,0,120,105,40,25,100,70,70,1740,1500,240,1,3098,215,67,56,11,1521,1,3,1461,-99999,5.4,8.4,10.5,68.3
BU04795120,04795120,Guisveld,Zaanstad,Buurt,BU04795120,1,5,0,5,0,0,0,0,3,-99999,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,-99999,0,215,169,47,1521,1,3,1362,-99999,-99999,-99999,-99999,-99999
BU04795130,04795130,Wormerveer Noord,Zaanstad,Buurt,BU04795130,1,7735,3705,4025,3945,1830,960,1160,2,5671,4010,308,51,49,95,5,42,58,51,7,0,82,18,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,765,0,155,140,70,35,130,135,100,3200,2785,415,1,2347,305,154,136,18,1521,1,2,2024,28.1,8.2,12.7,16.9,31.6
BU04795140,04795140,Karnemelksepolder,Zaanstad,Buurt,BU04795140,1,350,190,160,125,20,35,75,3,509,109,745,95,5,94,6,97,3,0,3,0,3,97,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,525,0,155,135,40,45,115,15,25,475,300,180,-99999,-99999,40,84,69,15,1521,1,3,1165,-99999,-99999,-99999,-99999,-99999
BU04795150,04795150,Westknollendam,Zaanstad,Buurt,BU04795150,1,450,230,220,195,55,70,75,2,1843,189,395,92,8,97,3,62,38,36,2,0,99,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,55,0,15,10,5,5,15,0,5,265,210,50,1,1082,45,35,24,11,1525,1,5,365,-99999,6.8,9.5,12.1,139.4
BU04795160,04795160,Industriebuurt,Zaanstad,Buurt,BU04795160,1,280,160,115,120,35,50,40,2,388,118,413,81,19,97,3,77,23,4,19,0,89,11,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,285,0,95,65,25,25,45,15,10,315,210,110,-99999,-99999,70,79,72,8,1521,5,4,936,-99999,1.7,1.7,1.7,206.6
BU04796110,04796110,Zuiderhoofdbuurt,Zaanstad,Buurt,BU04796110,1,1970,990,975,970,395,305,275,2,4824,984,343,69,31,96,4,69,31,16,15,0,92,8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,320,0,65,55,10,25,65,45,55,975,825,150,1,2391,120,43,41,2,1561,1,2,2175,-99999,4,6.8,8.5,142.5
BU04796120,04796120,Noorderhoofdbuurt,Zaanstad,Buurt,BU04796120,1,2105,1055,1045,1180,625,270,285,2,5191,1200,334,45,55,96,4,34,66,52,14,0,70,30,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,315,0,85,65,20,15,50,40,45,945,810,135,1,2337,95,46,41,5,1561,1,2,2136,-99999,7.8,13.8,18.5,21.8
BU04796130,04796130,Snuiverbuurt,Zaanstad,Buurt,BU04796130,1,2550,1250,1295,1135,375,325,435,2,5683,1166,368,76,24,98,2,67,33,30,3,0,88,12,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,235,0,45,25,15,10,50,45,40,1090,950,140,1,2433,140,45,45,0,1561,1,2,2491,-99999,6.6,9.5,11.9,141.8
BU04796140,04796140,Rosariumbuurt,Zaanstad,Buurt,BU04796140,1,1275,550,725,695,390,125,175,2,3688,715,258,35,65,97,3,6,94,92,1,0,87,13,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,110,0,20,25,10,5,20,20,10,460,420,40,1,1336,35,35,35,0,1561,1,2,2347,-99999,14.9,23,31.9,6.6
BU04796210,04796210,Zuiderham,Zaanstad,Buurt,BU04796210,1,3020,1425,1595,1405,480,445,475,2,3884,1401,380,68,32,99,1,37,63,47,16,0,99,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,245,0,30,30,20,10,55,55,45,1340,1175,165,1,1724,80,83,78,5,1562,1,2,2030,-99999,5.9,10,13.6,28
BU04796220,04796220,Noorderham,Zaanstad,Buurt,BU04796220,1,3355,1640,1715,1520,540,415,555,2,6770,1518,357,52,48,98,2,58,42,36,6,0,97,3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,225,0,50,20,20,10,60,45,25,1480,1275,205,1,2986,150,58,50,8,1562,1,2,1755,-99999,7.3,10.4,13.1,86.7
BU04796230,04796230,Krommeniedijk,Zaanstad,Buurt,BU04796230,1,490,240,255,195,40,85,70,3,290,200,609,97,3,95,6,93,7,2,6,0,82,19,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,60,5,15,5,0,10,10,5,5,240,190,50,1,142,10,195,169,26,1562,1,5,421,-99999,1,1.5,2.5,429.6
BU04796240,04796240,Willis,Zaanstad,Buurt,BU04796240,1,2255,1150,1110,815,125,245,445,3,7992,797,515,94,6,99,1,88,12,10,2,0,33,67,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,250,0,25,20,15,25,90,45,25,1140,930,210,1,4037,95,37,28,9,1562,1,3,1320,-99999,0.5,1.1,1.9,289.4
BU04797110,04797110,De Zuid,Zaanstad,Buurt,BU04797110,1,1425,720,705,590,165,190,230,2,112,573,492,85,15,97,3,76,24,15,9,0,88,12,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,290,25,85,35,15,15,55,35,20,840,705,135,1,66,140,1398,1273,124,1566,1,5,142,-99999,3.7,4.7,5.8,214.2
BU04797120,04797120,Centrum,Zaanstad,Buurt,BU04797120,1,6180,3100,3080,2700,835,810,1050,2,2192,2712,414,86,14,97,3,63,37,32,5,0,90,10,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,645,5,160,80,35,70,135,100,55,3115,2670,445,1,1106,435,293,282,12,1566,1,4,715,34.8,3.6,5.8,8.2,168
BU04797130,04797130,Westerpolder,Zaanstad,Buurt,BU04797130,1,130,70,65,45,15,20,15,3,17,47,602,89,11,96,4,79,21,0,21,0,81,19,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,40,15,5,0,0,0,5,0,0,65,55,10,-99999,-99999,5,795,788,7,1566,1,5,32,-99999,-99999,-99999,-99999,-99999
BU04797210,04797210,Waterrijk,Zaanstad,Buurt,BU04797210,1,5630,2840,2790,2070,440,480,1155,3,1847,2039,467,90,10,98,2,82,18,15,3,0,16,84,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,685,5,125,115,55,50,170,90,75,2780,2230,555,1,913,270,328,305,23,1566,3,3,1289,-99999,2.1,3.1,3.7,194.4
BU04797220,04797220,Langeheit,Zaanstad,Buurt,BU04797220,1,1300,645,655,565,160,180,230,2,2219,563,369,93,7,98,2,67,33,28,5,0,90,10,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,195,0,50,40,15,15,30,25,15,610,515,95,1,1040,85,62,59,3,1566,1,2,2054,-99999,2.9,5.6,7.8,141.3
BU04797230,04797230,Parkrijk,Zaanstad,Buurt,BU04797230,1,9840,4890,4950,3335,620,570,2140,3,3220,3245,474,86,14,99,1,75,25,21,4,0,0,100,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,980,5,155,145,115,75,220,180,85,4080,3285,795,1,1336,355,313,306,8,1567,1,2,1658,38.1,2.4,3.7,4.9,178.3
BU04798110,04798110,Westzanerpolder,Zaanstad,Buurt,BU04798110,1,340,300,40,25,10,10,10,3,210,3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,70,0,20,10,10,5,15,0,5,85,55,30,-99999,-99999,10,193,161,32,1551,1,5,170,-99999,-99999,-99999,-99999,-99999
BU04798120,04798120,Westzaan Zuid,Zaanstad,Buurt,BU04798120,1,1505,735,780,640,180,190,270,2,839,628,457,91,9,96,4,84,15,10,5,0,73,27,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,270,5,70,35,20,15,70,30,25,795,640,155,1,441,130,192,180,13,1551,1,5,269,-99999,3.1,3.9,4.9,219.2
BU04798130,04798130,J.J. Allanbuurt,Zaanstad,Buurt,BU04798130,1,670,345,325,275,65,100,110,2,176,278,644,96,4,94,6,90,10,1,9,0,81,19,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,150,5,30,15,10,25,35,20,15,425,310,110,2,112,90,436,380,56,1551,1,5,273,-99999,1.8,2.9,4,445.9
BU04798140,04798140,Westzaan Noord,Zaanstad,Buurt,BU04798140,1,2470,1215,1255,1110,340,380,390,2,2145,1117,436,86,14,97,3,72,28,24,4,0,89,11,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,290,0,45,40,30,30,70,50,25,1335,1115,220,1,1160,135,148,115,33,1551,1,5,410,-99999,5.2,7.4,9.7,213.1
BU04798150,04798150,Middel,Zaanstad,Buurt,BU04798150,1,95,50,50,40,10,10,20,3,74,37,672,97,3,100,0,89,11,0,11,0,78,22,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,50,40,5,-99999,-99999,5,156,132,23,1551,1,5,297,-99999,-99999,-99999,-99999,-99999
BU04820101,04820101,Cortgene,Alblasserdam,Buurt,BU04820101,1,980,465,515,420,150,135,135,2,4604,383,437,64,36,98,2,75,25,23,2,0,75,25,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,105,0,15,15,10,20,30,15,5,460,365,95,1,2173,30,23,21,2,2951,4,2,1809,-99999,2.4,4.1,8.4,245.8
BU04820102,04820102,Redersbuurt,Alblasserdam,Buurt,BU04820102,1,655,290,365,375,220,80,75,2,6646,388,221,39,61,95,5,31,69,60,9,0,94,6,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,120,0,15,45,5,5,20,10,15,235,205,30,1,2409,15,10,10,0,2951,1,2,1793,-99999,9.1,15.4,24.2,24.1
BU04820103,04820103,kerkbuurt,Alblasserdam,Buurt,BU04820103,1,1585,770,815,650,205,195,255,2,7037,674,295,72,28,97,3,75,25,18,7,0,93,7,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,200,0,35,35,10,25,35,30,25,695,600,95,1,3090,45,25,23,2,2951,1,2,1913,-99999,3.1,5.9,7.8,101.6
BU04820104,04820104,Polderbuurt,Alblasserdam,Buurt,BU04820104,1,525,260,275,195,50,60,95,3,3637,204,461,96,4,94,6,85,14,7,7,0,86,14,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,75,0,5,20,5,5,15,10,10,300,250,55,2,2070,45,17,15,2,2952,3,3,1217,-99999,2.5,3.5,5.1,222.8
BU04820105,04820105,De Werven,Alblasserdam,Buurt,BU04820105,1,1170,585,590,495,130,210,160,2,5066,498,436,39,61,96,4,73,27,14,13,0,7,93,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,125,0,15,25,10,15,30,20,10,550,445,105,1,2371,35,39,23,15,2951,1,2,1635,-99999,1.6,2.1,3.7,211.4
BU04820201,04820201,Dijk,Alblasserdam,Buurt,BU04820201,1,625,325,300,230,50,75,105,3,2077,244,428,74,26,92,8,92,8,0,8,0,87,13,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,90,0,25,10,10,10,15,10,5,300,245,55,1,1005,40,60,30,30,2953,1,4,759,-99999,1.3,2.7,3.6,240.5
BU04820202,04820202,Vogelbuurt,Alblasserdam,Buurt,BU04820202,1,1225,615,605,575,235,140,205,2,8045,568,268,58,42,98,2,61,38,30,8,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,85,0,20,5,10,0,20,15,10,545,475,70,1,3576,45,16,15,1,2953,1,4,813,-99999,6.1,8.9,11.4,63.9
BU04820203,04820203,Waterland,Alblasserdam,Buurt,BU04820203,1,430,215,210,160,40,50,75,3,4820,160,380,97,3,98,2,71,29,29,1,0,0,100,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,35,0,5,5,0,0,5,15,5,200,180,25,1,2248,20,9,9,0,2953,1,3,1347,-99999,3,4.3,4.9,142.9
BU04820204,04820204,Groene Long,Alblasserdam,Buurt,BU04820204,1,10,5,5,5,0,0,0,5,49,3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,-99999,0,23,20,3,2953,2,3,1389,-99999,-99999,-99999,-99999,-99999
BU04820205,04820205,Rivierenbuurt,Alblasserdam,Buurt,BU04820205,1,925,465,455,415,175,105,140,2,7950,444,250,61,39,92,8,39,61,58,3,0,79,21,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,75,0,15,15,5,5,10,20,5,360,315,45,1,3103,25,12,12,0,2953,1,4,897,-99999,9.4,15.7,22.1,29
BU04820206,04820206,Nieuw Kinderdijk,Alblasserdam,Buurt,BU04820206,1,605,300,305,205,55,35,120,3,6675,199,320,90,10,99,1,60,40,38,2,0,50,50,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,50,0,20,0,5,5,10,10,0,225,195,25,1,2480,15,11,9,1,2953,1,4,766,-99999,4.6,6.2,8.8,71.9
BU04820301,04820301,Zeelt,Alblasserdam,Buurt,BU04820301,1,920,465,460,365,70,135,155,3,7150,358,384,92,8,99,1,85,15,13,2,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,75,0,15,5,5,5,20,15,5,470,415,55,1,3633,25,13,13,0,2954,1,2,1724,-99999,2.8,5,6.4,182.4
BU04820302,04820302,Middelland,Alblasserdam,Buurt,BU04820302,1,560,280,285,215,35,80,105,3,6563,220,422,100,0,97,3,100,0,0,0,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,55,0,10,5,5,5,15,10,5,265,215,50,1,3099,30,9,9,0,2954,1,2,1843,-99999,0.5,0.9,0.9,230
BU04820303,04820303,Blokweer Noord,Alblasserdam,Buurt,BU04820303,1,975,495,480,395,90,140,170,3,9564,394,317,89,11,99,1,74,25,14,11,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,60,0,10,5,10,5,15,5,10,455,390,65,1,4449,40,10,10,0,2954,1,2,1610,-99999,2.6,5,7.1,132.7
BU04820304,04820304,Blokweer Zuid,Alblasserdam,Buurt,BU04820304,1,770,390,380,305,65,115,125,3,7486,313,335,87,13,98,2,86,14,13,1,0,75,25,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,65,0,10,5,5,0,25,10,10,335,295,40,1,3251,30,11,10,1,2951,1,2,1901,-99999,2.2,2.9,3.2,188.9
BU04820305,04820305,Drentsebuurt,Alblasserdam,Buurt,BU04820305,1,900,435,465,380,120,120,135,2,7881,383,306,72,28,98,2,49,51,46,5,0,48,52,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,65,0,15,10,5,0,15,15,5,395,355,40,1,3446,15,11,11,0,2951,1,2,2015,-99999,4.5,8.8,12.8,59.2
BU04820306,04820306,Florabuurt,Alblasserdam,Buurt,BU04820306,1,1595,765,835,645,185,175,285,3,9149,656,271,82,18,98,2,52,48,42,6,0,93,7,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,95,0,25,15,5,5,10,20,10,650,590,60,1,3720,40,18,17,0,2951,2,2,2129,-99999,5.9,8.6,12.6,48.1
BU04820307,04820307,Staatsliedenbuurt,Alblasserdam,Buurt,BU04820307,1,1675,850,825,740,295,150,295,2,10362,756,215,53,47,96,4,48,52,47,5,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,140,0,55,20,10,5,25,10,10,685,595,90,1,4225,50,16,16,0,2953,1,2,1807,-99999,9.8,15.6,19.9,31.1
BU04820401,04820401,Schildersbuurt,Alblasserdam,Buurt,BU04820401,1,1285,630,650,545,175,205,165,2,7524,545,298,59,41,98,2,48,52,50,2,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,85,0,20,5,10,5,20,15,5,535,470,65,1,3143,25,19,17,2,2951,2,2,1543,-99999,3.2,5.4,11.4,60.4
BU04820402,04820402,Schrijversbuurt,Alblasserdam,Buurt,BU04820402,1,1615,780,835,620,190,155,275,3,8434,630,294,58,42,98,2,56,44,41,2,0,93,7,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,125,0,20,15,10,15,35,20,5,620,520,100,1,3247,40,22,19,2,2951,2,2,1622,-99999,6.9,10,13.2,84.1
BU04820403,04820403,Klein Alblas,Alblasserdam,Buurt,BU04820403,1,445,225,215,130,5,30,90,4,3920,118,906,100,0,97,3,97,3,0,3,0,3,97,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,70,0,5,10,10,15,20,10,5,195,145,50,2,1735,15,16,11,4,2952,1,3,1106,-99999,-99999,-99999,-99999,-99999
BU04820404,04820404,Oranjebuurt,Alblasserdam,Buurt,BU04820404,1,510,205,305,225,115,65,50,2,8948,231,248,48,52,98,2,21,79,79,0,0,72,28,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,180,170,15,1,3200,10,6,6,0,2951,1,2,2026,-99999,10.5,15.9,25.9,14.9
BU04820501,04820501,Vinkenwaard,Alblasserdam,Buurt,BU04820501,1,145,90,55,115,105,5,10,1,183,9,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,275,0,45,95,30,30,60,10,10,410,250,160,-99999,-99999,5,80,80,0,2952,2,4,703,-99999,-99999,-99999,-99999,-99999
BU04820502,04820502,Hoogendijk,Alblasserdam,Buurt,BU04820502,1,0,0,0,0,0,0,0,-99999,-99999,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,80,0,20,25,10,5,20,0,0,125,70,55,-99999,-99999,0,36,36,0,2952,2,5,378,-99999,-99999,-99999,-99999,-99999
BU04820503,04820503,Nieuwland,Alblasserdam,Buurt,BU04820503,1,25,15,10,10,5,5,5,2,23,18,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,140,0,30,40,25,15,20,5,5,125,70,50,-99999,-99999,5,135,104,31,2952,1,4,606,-99999,-99999,-99999,-99999,-99999
