buurtcode,district_heating,district_heating_infra,installatie_code,installatie,infra_code,infra,status_code,status,isolatiegraad_code,isolatiegraad,start_jaar,eind_jaar
BU00141900,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorsorterend en/of voorkeursopties,0,Onbekend,2023,2035
BU00141901,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU00141902,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU00141903,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorsorterend en/of voorkeursopties,0,Onbekend,2023,2035
BU00141904,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU00141905,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,definitief,0,Onbekend,2020,2050
BU00141906,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,definitief,0,Onbekend,2020,2050
BU00141907,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,definitief,0,Onbekend,2020,2050
BU00141908,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU00141909,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU00340101,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340102,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340201,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340202,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340203,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340204,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340205,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340301,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340302,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340303,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340304,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340401,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340402,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340403,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340501,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340502,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340503,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340504,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340601,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340602,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340603,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340604,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340605,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340606,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340701,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340702,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340703,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340704,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340801,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340802,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340803,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340901,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00340902,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341001,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341002,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341003,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU00341101,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341102,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341401,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341501,FALSE,FALSE,6,"hWP,eWP",3,"E,G",advies aan bewoners,Voorkeursoptie,1,Geen maatregelen,0,0
BU00341601,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341602,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341701,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341702,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341703,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341704,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341705,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341801,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341802,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341803,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341804,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341805,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341806,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341807,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341808,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341901,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341902,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341903,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00341904,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342001,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342002,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342003,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342004,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342005,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342101,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342102,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342103,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342201,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342202,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342203,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342204,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342205,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342206,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342301,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342302,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342303,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342304,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342401,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342402,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342403,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342404,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342405,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342406,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342407,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342408,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342501,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342502,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342503,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342601,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342602,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342603,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342604,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342605,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342606,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342607,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342608,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342609,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342701,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342702,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342703,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342704,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342705,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342706,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342707,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342708,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342801,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342802,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342803,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342804,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342805,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342806,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342807,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342808,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342809,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342810,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342901,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342902,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342903,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00342904,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343001,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343002,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343003,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343004,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343005,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343006,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343007,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343101,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343102,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU00343103,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU00343104,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343105,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU00343201,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343401,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343402,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343403,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343501,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343502,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343601,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343701,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343702,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343801,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343802,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343901,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343902,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00343903,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00344001,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,0,Onbekend,2022,2040
BU00344002,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00344003,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00344101,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00344102,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00344201,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344202,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344203,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344204,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344301,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344302,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344303,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344304,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344401,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344402,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344403,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344501,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344502,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344503,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344504,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344505,FALSE,FALSE,3,eWP,2,E,plan moet nog uitgewerkt worden,verkennend,0,Onbekend,2022,2040
BU00344601,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
BU00344602,TRUE,TRUE,4,Wnet,4,"E,W",plan moet nog uitgewerkt worden,kansrijke optie,5,Schillabel B+,2022,2040
