buurtcode,district_heating,district_heating_infra,installatie_code,installatie,infra_code,infra,status_code,status,isolatiegraad_code,isolatiegraad,start_jaar,eind_jaar
BU19040702,FALSE,FALSE,3,eWP,2,E,Stimulerend,geen keuze gemaakt,0,Onbekend,2021,2050
BU19040703,FALSE,FALSE,6,"hWP,eWP",3,"E,G",terughoudend,voorsorterend,0,Onbekend,2022,2050
BU19040801,FALSE,FALSE,3,eWP,2,E,Stimulerend,geen keuze gemaakt,0,Onbekend,2021,2050
BU19040802,FALSE,FALSE,3,eWP,2,E,Stimulerend,geen keuze gemaakt,0,Onbekend,2021,2050
BU19040803,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,2022,0
BU19040804,FALSE,FALSE,3,eWP,2,E,Stimulerend,geen keuze gemaakt,0,Onbekend,2021,2050
BU19040805,FALSE,FALSE,3,eWP,2,E,Stimulerend,geen keuze gemaakt,0,Onbekend,2021,2050
BU19040901,FALSE,FALSE,3,eWP,2,E,Stimulerend,geen keuze gemaakt,0,Onbekend,2021,2050
BU19040902,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19040903,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19040904,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19040905,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19040906,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19040907,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041001,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,2022,0
BU19041002,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041003,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,2022,0
BU19041004,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,2022,0
BU19041101,FALSE,FALSE,0,Onbekend,0,Onbekend,onderzoekend,orienterend,0,Onbekend,2021,2050
BU19041201,FALSE,FALSE,0,Onbekend,0,Onbekend,onderzoekend,niet benoemd,0,Onbekend,2040,2050
BU19041202,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041203,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041204,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041205,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041206,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041207,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041208,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041209,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041210,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041211,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041212,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041213,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041214,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19041215,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110101,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110102,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110103,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110104,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110105,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110106,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110107,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110108,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110180,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110190,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,3,Standaard en Streefwaarden,2022,0
BU19110191,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,3,Standaard en Streefwaarden,2022,0
BU19110201,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110202,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110290,FALSE,FALSE,0,Onbekend,0,Onbekend,in uitvoering,onbekend,0,Onbekend,0,2024
BU19110301,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110302,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110390,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,3,Standaard en Streefwaarden,2022,0
BU19110401,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110402,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110490,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110501,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110502,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110503,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110504,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110590,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110601,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110602,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110690,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110701,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110702,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110703,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110704,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110705,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110780,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110790,FALSE,FALSE,3,eWP,2,E,verkennend,kansrijke optie,0,Onbekend,0,0
BU19110801,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110901,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19110990,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111001,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111002,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111080,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111081,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111090,TRUE,TRUE,4,Wnet,4,"E,W",voorbereidend,kansrijke optie,0,Onbekend,2030,0
BU19111101,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111190,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111201,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111290,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,3,Standaard en Streefwaarden,2022,0
BU19111301,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,3,Standaard en Streefwaarden,2022,0
BU19111390,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,3,Standaard en Streefwaarden,2022,0
BU19111401,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111490,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111501,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111502,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111503,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111504,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111580,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111590,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111601,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111602,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111690,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111701,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111702,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111790,FALSE,FALSE,1,Hr,3,"E,G",definitief,definitief,0,Onbekend,0,0
BU19111801,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111890,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,3,Standaard en Streefwaarden,2022,0
BU19111901,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU19111990,FALSE,FALSE,1,Hr,3,"E,G",definitief,definitief,0,Onbekend,0,0
BU19160100,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In deze wijken zijn er kansen of ontwikkelingen waar de gemeente, samen met belanghebbenden, tijdig op wil inspelen. Maar niet op korte termijn omdat hier geen concrete aanleidingen voor zijn. De kansen voor deze wijken liggen va",geen keuze gemaakt. In deze wijken zal er vanaf 2030 gestart worden met vervolgonderzoek en bewonerstrajecten. Tot die tijd kunnen de bewoners altijd geen-spijt maatregelen doorvoeren zoals isolatie of een hybride warmtepomp,8,Schillabel D/C (<1940) A/B (overig),2030,2040
BU19160101,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In deze wijken zijn er kansen of ontwikkelingen waar de gemeente, samen met belanghebbenden, tijdig op wil inspelen. Maar niet op korte termijn omdat hier geen concrete aanleidingen voor zijn. De kansen voor deze wijken liggen va",geen keuze gemaakt. In deze wijken zal er vanaf 2030 gestart worden met vervolgonderzoek en bewonerstrajecten. Tot die tijd kunnen de bewoners altijd geen-spijt maatregelen doorvoeren zoals isolatie of een hybride warmtepomp,8,Schillabel D/C (<1940) A/B (overig),2030,2040
BU19160102,FALSE,FALSE,3,eWP,2,E,In concept (afwachtend). Voor deze gebieden liggen individuele warmteoplossingen per gebouw voor de hand. De gemeente wil bewoners en ondernemers hier zo lang mogelijk de tijd voor geven en kiest daarom voor een natuurlijk tempo: niet het hele gebied teg,"Voorkeursoptie. Hier liggen individuele oplossingen, zoals een warmtepomp of een hybride warmtepomp, het meest voor de hand. Woningeigenaren kunnen stap voor stap maatregelen nemen, bijvoorbeeld door eerst te isoleren en een paar jaar later de CV ketel t",8,Schillabel D/C (<1940) A/B (overig),2020,2050
BU19160103,FALSE,FALSE,3,eWP,2,E,Definitief. Al aardgasvrij,Definitief. Al aardgasvrij,8,Schillabel D/C (<1940) A/B (overig),0,0
BU19160104,FALSE,FALSE,3,eWP,2,E,In concept (afwachtend). Voor deze gebieden liggen individuele warmteoplossingen per gebouw voor de hand. De gemeente wil bewoners en ondernemers hier zo lang mogelijk de tijd voor geven en kiest daarom voor een natuurlijk tempo: niet het hele gebied teg,"Voorkeursoptie. Hier liggen individuele oplossingen, zoals een warmtepomp of een hybride warmtepomp, het meest voor de hand. Woningeigenaren kunnen stap voor stap maatregelen nemen, bijvoorbeeld door eerst te isoleren en een paar jaar later de CV ketel t",8,Schillabel D/C (<1940) A/B (overig),2020,2050
BU19160200,TRUE,TRUE,4,Wnet,4,"E,W","In concept (afwachtend). In deze wijken zijn er kansen of ontwikkelingen waar de gemeente, samen met belanghebbenden, tijdig op wil inspelen. Maar niet op korte termijn omdat hier geen concrete aanleidingen voor zijn. De kansen voor deze wijken liggen va",geen keuze gemaakt. In deze wijken zal er vanaf 2030 gestart worden met vervolgonderzoek en bewonerstrajecten. Tot die tijd kunnen de bewoners altijd geen-spijt maatregelen doorvoeren zoals isolatie of een hybride warmtepomp,8,Schillabel D/C (<1940) A/B (overig),2030,2040
BU19160201,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In deze wijken zijn er kansen of ontwikkelingen waar de gemeente, samen met belanghebbenden, tijdig op wil inspelen. Maar niet op korte termijn omdat hier geen concrete aanleidingen voor zijn. De kansen voor deze wijken liggen va",geen keuze gemaakt. In deze wijken zal er vanaf 2030 gestart worden met vervolgonderzoek en bewonerstrajecten. Tot die tijd kunnen de bewoners altijd geen-spijt maatregelen doorvoeren zoals isolatie of een hybride warmtepomp,8,Schillabel D/C (<1940) A/B (overig),2030,2040
BU19160300,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In deze wijken zijn er kansen of ontwikkelingen waar de gemeente, samen met belanghebbenden, tijdig op wil inspelen. Maar niet op korte termijn omdat hier geen concrete aanleidingen voor zijn. De kansen voor deze wijken liggen va",geen keuze gemaakt. In deze wijken zal er vanaf 2030 gestart worden met vervolgonderzoek en bewonerstrajecten. Tot die tijd kunnen de bewoners altijd geen-spijt maatregelen doorvoeren zoals isolatie of een hybride warmtepomp,8,Schillabel D/C (<1940) A/B (overig),2030,2040
BU19160301,FALSE,FALSE,3,eWP,2,E,In concept (afwachtend). Voor deze gebieden liggen individuele warmteoplossingen per gebouw voor de hand. De gemeente wil bewoners en ondernemers hier zo lang mogelijk de tijd voor geven en kiest daarom voor een natuurlijk tempo: niet het hele gebied teg,"Voorkeursoptie. Hier liggen individuele oplossingen, zoals een warmtepomp of een hybride warmtepomp, het meest voor de hand. Woningeigenaren kunnen stap voor stap maatregelen nemen, bijvoorbeeld door eerst te isoleren en een paar jaar later de CV ketel t",8,Schillabel D/C (<1940) A/B (overig),2020,2050
BU19160302,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In deze wijken zijn er kansen of ontwikkelingen waar de gemeente, samen met belanghebbenden, tijdig op wil inspelen. Maar niet op korte termijn omdat hier geen concrete aanleidingen voor zijn. De kansen voor deze wijken liggen va",geen keuze gemaakt. In deze wijken zal er vanaf 2030 gestart worden met vervolgonderzoek en bewonerstrajecten. Tot die tijd kunnen de bewoners altijd geen-spijt maatregelen doorvoeren zoals isolatie of een hybride warmtepomp,8,Schillabel D/C (<1940) A/B (overig),2030,2040
BU19160400,FALSE,FALSE,3,eWP,2,E,In concept (afwachtend). Voor deze gebieden liggen individuele warmteoplossingen per gebouw voor de hand. De gemeente wil bewoners en ondernemers hier zo lang mogelijk de tijd voor geven en kiest daarom voor een natuurlijk tempo: niet het hele gebied teg,"Voorkeursoptie. Hier liggen individuele oplossingen, zoals een warmtepomp of een hybride warmtepomp, het meest voor de hand. Woningeigenaren kunnen stap voor stap maatregelen nemen, bijvoorbeeld door eerst te isoleren en een paar jaar later de CV ketel t",8,Schillabel D/C (<1940) A/B (overig),2020,2050
BU19160401,FALSE,FALSE,3,eWP,2,E,In concept (afwachtend). Voor deze gebieden liggen individuele warmteoplossingen per gebouw voor de hand. De gemeente wil bewoners en ondernemers hier zo lang mogelijk de tijd voor geven en kiest daarom voor een natuurlijk tempo: niet het hele gebied teg,"Voorkeursoptie. Hier liggen individuele oplossingen, zoals een warmtepomp of een hybride warmtepomp, het meest voor de hand. Woningeigenaren kunnen stap voor stap maatregelen nemen, bijvoorbeeld door eerst te isoleren en een paar jaar later de CV ketel t",8,Schillabel D/C (<1940) A/B (overig),2020,2050
BU19160500,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). Wijken (of delen daarvan) met veel oudere woningen zijn in de regel lastig aardgasvrij te maken. Ook speelt mee, dat het in het sommige wijken erg druk is in de ondergrond. Juist omdat het met de huidige warmtetechnieken nog last","geen keuze gemaakt. Tenzij er zich nieuwe (nog onvoorziene) ontwikkelingen voordoen, wordt in deze wijken vanaf 2040 gestart met gedetailleerd onderzoek naar aardgasvrije warmtevoorzieningen. Uiterlijk 2050 zullen deze wijken niet meer met aardgas verwar",8,Schillabel D/C (<1940) A/B (overig),2040,2050
BU19160501,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (onderzoekend). Voor deze wijken start de gemeente vanaf 2022 met een wijkaanpak en onderzoek naar duurzame warmteoplossingen. Hierin staat de haalbaarheid (technisch en financieel) en het betrekken van bewoners, ondernemers en andere lokale p",Voorsorterend. In Klein Plaspoelpolder is veel dynamiek de komende periode. Onder andere door de ontwikkeling van een nieuwbouwwijk in de aangrenzende wijk Damsigt en herontwikkeling van bedrijfsgebouwen in Klein Plaspoelpolder zelf. Ook ligt de wijk nab,8,Schillabel D/C (<1940) A/B (overig),2020,2030
BU19160502,TRUE,TRUE,11,"Wnet, hWP",5,"E,W,G","In concept (onderzoekend). Voor deze wijken start de gemeente vanaf 2022 met een wijkaanpak en onderzoek naar duurzame warmteoplossingen. Hierin staat de haalbaarheid (technisch en financieel) en het betrekken van bewoners, ondernemers en andere lokale p","Voorsorterend. Leidschendam-Zuid ligt vlak langs de A4 waar op termijn hoogstwaarschijnlijk een nieuwe transportleiding van WarmtelinQ komt te liggen. In het onderzoekstraject dat volgt wordt de optie aansluiten op WarmtelinQ verder onderzocht, naast de",8,Schillabel D/C (<1940) A/B (overig),2020,2030
BU19160503,FALSE,FALSE,6,"hWP,eWP",3,"E,G","In concept (afwachtend). Wijken (of delen daarvan) met veel oudere woningen zijn in de regel lastig aardgasvrij te maken. Ook speelt mee, dat het in het sommige wijken erg druk is in de ondergrond. Juist omdat het met de huidige warmtetechnieken nog last","geen keuze gemaakt. Tenzij er zich nieuwe (nog onvoorziene) ontwikkelingen voordoen, wordt in deze wijken vanaf 2040 gestart met gedetailleerd onderzoek naar aardgasvrije warmtevoorzieningen. Uiterlijk 2050 zullen deze wijken niet meer met aardgas verwar",8,Schillabel D/C (<1940) A/B (overig),2040,2050
BU19160504,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (onderzoekend). Voor deze wijken start de gemeente vanaf 2022 met een wijkaanpak en onderzoek naar duurzame warmteoplossingen. Hierin staat de haalbaarheid (technisch en financieel) en het betrekken van bewoners, ondernemers en andere lokale p","Voorsorterend. Leidschendam-Zuid ligt vlak langs de A4 waar op termijn hoogstwaarschijnlijk een nieuwe transportleiding van WarmtelinQ komt te liggen. In het onderzoekstraject dat volgt wordt de optie aansluiten op WarmtelinQ verder onderzocht, naast de",8,Schillabel D/C (<1940) A/B (overig),2020,2030
BU19160600,TRUE,TRUE,4,Wnet,4,"E,W","In concept (onderzoekend). Voor deze wijken start de gemeente vanaf 2022 met een wijkaanpak en onderzoek naar duurzame warmteoplossingen. Hierin staat de haalbaarheid (technisch en financieel) en het betrekken van bewoners, ondernemers en andere lokale p",Voorkeursoptie. Onderzoek uitgevoerd door adviesbureau DWA waarin een businesscase is doorgerekend voor een warmtenet met de Dunea warmteleiding als warmtebron. Er zijn twee opties waarin de eerste uitgaat van een aftakking op de aanwezige uitkoppeling v,8,Schillabel D/C (<1940) A/B (overig),2020,2030
